path,new_h,orig_h,i,rmse,d0,d1,di,0.001,0.005,0.01,0.02,0.03,0.05,0.1
val/traditional/judge/004260.npy,1,0,14,1.401,0.135,0.229,0.23,0.963,0.821,0.61,0.0,0.0,0.0,0.0
val/traditional/judge/001922.npy,0,1,11,1.346,0.14,0.076,0.144,0.935,0.773,0.532,0.0,0.0,0.0,0.0
val/traditional/judge/000966.npy,1,0,28,2.505,0.115,0.387,0.399,0.884,0.803,0.67,0.458,0.0,0.0,0.0
val/traditional/judge/004164.npy,1,1,29,2.813,0.404,0.006,0.401,0.982,0.903,0.785,0.555,0.065,0.0,0.0
val/traditional/judge/001762.npy,1,0,24,2.276,0.078,0.327,0.333,0.968,0.831,0.639,0.297,0.0,0.0,0.0
val/traditional/judge/002723.npy,1,1,29,2.751,0.716,0.109,0.273,0.967,0.881,0.756,0.525,0.036,0.0,0.0
val/traditional/judge/003873.npy,0,1,29,2.648,0.322,0.046,0.324,0.965,0.87,0.755,0.519,0.0,0.0,0.0
val/traditional/judge/000622.npy,1,1,29,3.01,0.657,0.114,0.247,0.95,0.903,0.819,0.675,0.089,0.0,0.0
val/traditional/judge/001315.npy,0,0,29,2.972,0.058,0.72,0.41,0.983,0.913,0.82,0.644,0.048,0.0,0.0
val/traditional/judge/003519.npy,1,0,13,1.409,0.028,0.224,0.232,0.945,0.824,0.662,0.0,0.0,0.0,0.0
val/traditional/judge/002242.npy,1,0,23,1.968,0.015,0.242,0.26,0.966,0.831,0.667,0.312,0.0,0.0,0.0
val/traditional/judge/001039.npy,0,1,27,2.366,0.629,0.113,0.633,0.956,0.837,0.708,0.385,0.0,0.0,0.0
val/traditional/judge/004526.npy,0,1,1,0.714,0.351,0.351,0.372,0.187,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002434.npy,0,1,14,1.348,0.189,0.077,0.19,0.914,0.74,0.471,0.0,0.0,0.0,0.0
val/traditional/judge/004492.npy,0,1,7,0.707,0.482,0.321,0.49,0.958,0.775,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001993.npy,0,1,13,1.405,0.109,0.035,0.111,0.957,0.843,0.676,0.0,0.0,0.0,0.0
val/traditional/judge/000488.npy,1,0,5,0.688,0.39,0.462,0.483,0.891,0.102,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/004502.npy,0,1,18,2.185,0.207,0.023,0.218,0.978,0.905,0.768,0.0,0.0,0.0,0.0
val/traditional/judge/002711.npy,0,1,6,0.674,0.226,0.148,0.232,0.925,0.559,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/000558.npy,1,0,7,0.708,0.175,0.238,0.239,0.913,0.671,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002523.npy,1,0,16,2.043,0.057,0.091,0.094,0.877,0.808,0.683,0.0,0.0,0.0,0.0
val/traditional/judge/000260.npy,1,0,8,1.219,0.078,0.154,0.159,0.933,0.661,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/004441.npy,1,1,29,2.769,0.395,0.152,0.309,0.977,0.89,0.759,0.526,0.049,0.0,0.0
val/traditional/judge/001023.npy,1,0,7,0.717,0.418,0.545,0.556,0.94,0.702,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/004172.npy,1,1,29,2.848,0.632,0.054,0.358,0.981,0.9,0.793,0.579,0.11,0.0,0.0
val/traditional/judge/001164.npy,1,0,18,1.514,0.209,0.335,0.338,0.938,0.688,0.381,0.0,0.0,0.0,0.0
val/traditional/judge/001786.npy,0,1,26,2.565,0.472,0.037,0.474,0.973,0.869,0.751,0.458,0.0,0.0,0.0
val/traditional/judge/003674.npy,0,1,18,2.144,0.298,0.101,0.299,0.971,0.88,0.737,0.0,0.0,0.0,0.0
val/traditional/judge/000048.npy,1,0,22,2.114,0.2,0.38,0.384,0.979,0.874,0.719,0.381,0.0,0.0,0.0
val/traditional/judge/002973.npy,1,0,22,2.065,0.192,0.439,0.445,0.975,0.861,0.714,0.367,0.0,0.0,0.0
val/traditional/judge/002513.npy,1,0,8,1.382,0.032,0.07,0.072,0.963,0.808,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002896.npy,1,0,6,0.698,0.068,0.163,0.166,0.974,0.817,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/003370.npy,0,1,15,1.409,0.26,0.128,0.271,0.951,0.829,0.678,0.0,0.0,0.0,0.0
val/traditional/judge/000241.npy,1,1,29,2.592,0.445,0.027,0.435,0.919,0.824,0.679,0.425,0.002,0.0,0.0
val/traditional/judge/000670.npy,0,0,29,2.65,0.105,0.815,0.287,0.877,0.806,0.694,0.509,0.033,0.0,0.0
val/traditional/judge/002400.npy,1,0,22,1.83,0.159,0.39,0.397,0.952,0.778,0.567,0.178,0.0,0.0,0.0
val/traditional/judge/001954.npy,0,0,29,3.01,0.074,0.349,0.338,0.983,0.922,0.841,0.676,0.147,0.0,0.0
val/traditional/judge/000920.npy,1,0,2,0.696,0.038,0.046,0.051,0.963,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/004331.npy,0,1,23,2.06,0.3,0.092,0.3,0.967,0.856,0.716,0.391,0.0,0.0,0.0
val/traditional/judge/002471.npy,1,0,12,1.451,0.009,0.085,0.087,0.972,0.856,0.659,0.0,0.0,0.0,0.0
val/traditional/judge/000050.npy,0,1,2,0.667,0.081,0.063,0.098,0.89,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001402.npy,1,1,29,2.917,0.257,0.037,0.164,0.983,0.916,0.813,0.605,0.077,0.0,0.0
val/traditional/judge/003999.npy,1,0,5,0.705,0.104,0.187,0.19,0.965,0.405,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002735.npy,1,0,12,1.471,0.06,0.158,0.163,0.973,0.895,0.737,0.0,0.0,0.0,0.0
val/traditional/judge/001555.npy,1,0,13,1.415,0.011,0.065,0.069,0.949,0.817,0.645,0.0,0.0,0.0,0.0
val/traditional/judge/000030.npy,1,1,29,2.591,0.47,0.053,0.318,0.972,0.861,0.715,0.443,0.035,0.0,0.0
val/traditional/judge/000068.npy,0,0,29,3.115,0.3,0.723,0.667,0.988,0.939,0.863,0.715,0.065,0.0,0.0
val/traditional/judge/001994.npy,0,1,7,0.711,0.043,0.025,0.043,0.919,0.771,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001258.npy,1,0,16,2.07,0.002,0.089,0.091,0.964,0.864,0.682,0.0,0.0,0.0,0.0
val/traditional/judge/000326.npy,1,1,29,2.198,0.75,0.492,0.687,0.959,0.805,0.61,0.277,0.017,0.0,0.0
val/traditional/judge/001576.npy,1,0,29,2.497,0.024,0.22,0.226,0.95,0.826,0.702,0.435,0.0,0.0,0.0
val/traditional/judge/003875.npy,0,1,11,1.39,0.187,0.088,0.189,0.96,0.824,0.623,0.0,0.0,0.0,0.0
val/traditional/judge/003314.npy,0,0,29,2.854,0.021,0.548,0.292,0.981,0.9,0.782,0.569,0.031,0.0,0.0
val/traditional/judge/000949.npy,1,1,29,2.598,0.463,0.038,0.265,0.964,0.858,0.705,0.438,0.033,0.0,0.0
val/traditional/judge/000445.npy,1,1,29,2.654,0.441,0.095,0.306,0.975,0.87,0.74,0.471,0.069,0.0,0.0
val/traditional/judge/002898.npy,0,1,11,1.145,0.123,0.005,0.133,0.865,0.57,0.242,0.0,0.0,0.0,0.0
val/traditional/judge/004166.npy,1,0,5,0.708,0.133,0.224,0.229,0.931,0.146,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/000058.npy,1,0,27,2.748,0.161,0.488,0.493,0.97,0.883,0.789,0.559,0.0,0.0,0.0
val/traditional/judge/003506.npy,1,1,29,3.09,0.633,0.049,0.321,0.989,0.94,0.872,0.714,0.134,0.0,0.0
val/traditional/judge/001929.npy,0,1,23,1.925,0.078,0.013,0.079,0.863,0.729,0.586,0.29,0.0,0.0,0.0
val/traditional/judge/003889.npy,0,1,23,1.964,0.272,0.103,0.275,0.927,0.797,0.665,0.35,0.0,0.0,0.0
val/traditional/judge/000117.npy,1,0,2,0.637,0.018,0.029,0.031,0.749,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002585.npy,1,1,29,2.707,0.359,0.143,0.338,0.977,0.882,0.752,0.502,0.071,0.0,0.0
val/traditional/judge/000602.npy,0,0,29,2.51,0.063,0.238,0.179,0.942,0.838,0.589,0.367,0.021,0.0,0.0
val/traditional/judge/002752.npy,1,0,9,1.406,0.004,0.053,0.062,0.962,0.858,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001288.npy,1,0,11,1.315,0.009,0.127,0.128,0.958,0.773,0.48,0.0,0.0,0.0,0.0
val/traditional/judge/004537.npy,0,1,20,2.058,0.708,0.154,0.712,0.973,0.854,0.692,0.084,0.0,0.0,0.0
val/traditional/judge/004252.npy,1,0,8,1.344,0.187,0.273,0.274,0.944,0.779,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002616.npy,1,0,1,0.72,0.416,0.42,0.433,0.95,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002692.npy,0,1,14,1.297,0.264,0.008,0.283,0.905,0.741,0.491,0.0,0.0,0.0,0.0
val/traditional/judge/001941.npy,0,1,5,0.701,0.091,0.057,0.099,0.903,0.145,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/003098.npy,0,1,19,2.174,0.28,0.067,0.294,0.968,0.89,0.788,0.0,0.0,0.0,0.0
val/traditional/judge/001305.npy,1,1,29,2.838,0.395,0.049,0.253,0.979,0.899,0.785,0.559,0.073,0.0,0.0
val/traditional/judge/001736.npy,0,1,19,2.069,0.476,0.116,0.48,0.971,0.866,0.74,0.0,0.0,0.0,0.0
val/traditional/judge/001220.npy,1,0,9,1.285,0.037,0.071,0.077,0.894,0.712,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002875.npy,1,0,12,1.444,0.186,0.287,0.297,0.973,0.863,0.697,0.0,0.0,0.0,0.0
val/traditional/judge/000785.npy,1,0,21,2.077,0.004,0.178,0.184,0.967,0.868,0.753,0.377,0.0,0.0,0.0
val/traditional/judge/003861.npy,1,0,23,1.987,0.005,0.278,0.298,0.928,0.821,0.699,0.354,0.0,0.0,0.0
val/traditional/judge/001071.npy,1,0,10,1.429,0.034,0.118,0.127,0.973,0.847,0.239,0.0,0.0,0.0,0.0
val/traditional/judge/000476.npy,0,1,1,0.724,0.024,0.018,0.024,0.078,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002275.npy,0,1,11,1.393,0.218,0.096,0.219,0.949,0.808,0.605,0.0,0.0,0.0,0.0
val/traditional/judge/000325.npy,0,1,6,0.7,0.056,0.017,0.06,0.971,0.85,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/000144.npy,1,1,29,2.619,0.567,0.06,0.362,0.976,0.871,0.719,0.453,0.025,0.0,0.0
val/traditional/judge/003071.npy,0,1,3,0.708,0.411,0.351,0.424,0.892,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/000039.npy,1,1,29,2.667,0.437,0.163,0.354,0.963,0.857,0.718,0.476,0.03,0.0,0.0
val/traditional/judge/001964.npy,1,0,20,2.166,0.383,0.535,0.537,0.979,0.891,0.754,0.078,0.0,0.0,0.0
val/traditional/judge/002204.npy,0,1,11,1.427,0.152,0.06,0.162,0.961,0.846,0.669,0.0,0.0,0.0,0.0
val/traditional/judge/002655.npy,0,1,2,0.661,0.045,0.015,0.046,0.872,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001747.npy,1,1,29,2.428,0.572,0.223,0.568,0.962,0.831,0.643,0.344,0.0,0.0,0.0
val/traditional/judge/003479.npy,0,0,29,2.891,0.122,0.645,0.454,0.98,0.908,0.804,0.598,0.081,0.0,0.0
val/traditional/judge/002647.npy,1,0,2,0.671,0.248,0.255,0.262,0.909,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001235.npy,1,1,29,2.63,0.595,0.124,0.377,0.973,0.872,0.73,0.457,0.033,0.0,0.0
val/traditional/judge/003372.npy,1,0,11,1.43,0.129,0.339,0.356,0.972,0.862,0.683,0.0,0.0,0.0,0.0
val/traditional/judge/003334.npy,1,1,29,2.552,0.454,0.031,0.44,0.964,0.858,0.696,0.412,0.003,0.0,0.0
val/traditional/judge/003979.npy,1,0,16,2.102,0.038,0.266,0.281,0.975,0.881,0.738,0.0,0.0,0.0,0.0
val/traditional/judge/002171.npy,0,0,29,3.012,0.021,0.248,0.219,0.983,0.926,0.842,0.66,0.07,0.0,0.0
val/traditional/judge/001156.npy,1,0,16,2.029,0.068,0.227,0.235,0.971,0.859,0.679,0.0,0.0,0.0,0.0
val/traditional/judge/002382.npy,1,0,25,2.666,0.093,0.288,0.289,0.972,0.891,0.787,0.529,0.0,0.0,0.0
val/traditional/judge/003545.npy,1,1,29,2.185,0.316,0.18,0.266,0.795,0.698,0.561,0.345,0.013,0.0,0.0
val/traditional/judge/000534.npy,0,1,4,0.683,0.059,0.038,0.062,0.901,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002753.npy,1,1,29,2.394,0.56,0.046,0.31,0.965,0.829,0.656,0.353,0.033,0.0,0.0
val/traditional/judge/000640.npy,0,0,29,2.102,0.132,0.523,0.251,0.833,0.681,0.486,0.201,0.0,0.0,0.0
val/traditional/judge/002000.npy,0,0,29,2.692,0.021,0.469,0.193,0.973,0.875,0.736,0.499,0.055,0.0,0.0
val/traditional/judge/001569.npy,0,1,20,1.894,0.352,0.124,0.358,0.956,0.794,0.581,0.083,0.0,0.0,0.0
val/traditional/judge/003130.npy,1,0,19,1.965,0.017,0.585,0.603,0.941,0.826,0.704,0.0,0.0,0.0,0.0
val/traditional/judge/004375.npy,0,1,15,1.405,0.237,0.079,0.246,0.948,0.831,0.694,0.0,0.0,0.0,0.0
val/traditional/judge/001849.npy,1,1,29,3.066,0.602,0.086,0.352,0.984,0.926,0.853,0.695,0.147,0.0,0.0
val/traditional/judge/003786.npy,0,1,21,2.174,0.272,0.086,0.273,0.967,0.886,0.788,0.495,0.0,0.0,0.0
val/traditional/judge/003164.npy,1,0,8,1.41,0.018,0.045,0.051,0.964,0.818,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/003570.npy,1,1,29,2.665,0.466,0.143,0.258,0.916,0.832,0.687,0.472,0.031,0.0,0.0
val/traditional/judge/004338.npy,0,1,9,1.098,0.161,0.033,0.17,0.847,0.526,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/003642.npy,1,0,5,0.71,0.214,0.322,0.328,0.959,0.463,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001437.npy,1,0,18,2.052,0.051,0.204,0.211,0.972,0.865,0.704,0.0,0.0,0.0,0.0
val/traditional/judge/001469.npy,1,0,13,1.384,0.029,0.11,0.112,0.937,0.796,0.629,0.0,0.0,0.0,0.0
val/traditional/judge/000633.npy,0,0,29,2.448,0.053,0.593,0.456,0.969,0.847,0.669,0.363,0.016,0.0,0.0
val/traditional/judge/003778.npy,1,0,13,1.217,0.037,0.12,0.126,0.929,0.666,0.367,0.0,0.0,0.0,0.0
val/traditional/judge/002948.npy,0,1,13,1.375,0.159,0.002,0.161,0.956,0.811,0.572,0.0,0.0,0.0,0.0
val/traditional/judge/004188.npy,1,1,29,2.51,0.326,0.057,0.245,0.921,0.81,0.665,0.401,0.035,0.0,0.0
val/traditional/judge/001759.npy,1,1,29,2.57,0.456,0.031,0.328,0.973,0.862,0.725,0.447,0.071,0.0,0.0
val/traditional/judge/000065.npy,0,1,9,1.347,0.468,0.206,0.469,0.945,0.778,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/000837.npy,0,1,21,2.143,0.382,0.033,0.392,0.964,0.873,0.772,0.472,0.0,0.0,0.0
val/traditional/judge/003671.npy,0,0,29,3.014,0.252,0.749,0.48,0.978,0.921,0.829,0.661,0.084,0.0,0.0
val/traditional/judge/002385.npy,0,1,12,1.447,0.227,0.013,0.248,0.967,0.86,0.642,0.0,0.0,0.0,0.0
val/traditional/judge/001682.npy,1,1,29,3.002,0.401,0.003,0.231,0.988,0.924,0.835,0.653,0.05,0.0,0.0
val/traditional/judge/003249.npy,0,1,16,2.054,0.328,0.145,0.338,0.965,0.848,0.699,0.0,0.0,0.0,0.0
val/traditional/judge/000702.npy,1,0,22,1.995,0.01,0.24,0.242,0.868,0.755,0.587,0.236,0.0,0.0,0.0
val/traditional/judge/000527.npy,1,0,20,2.241,0.012,0.202,0.209,0.981,0.912,0.803,0.172,0.0,0.0,0.0
val/traditional/judge/002409.npy,1,0,10,1.361,0.209,0.402,0.408,0.957,0.779,0.168,0.0,0.0,0.0,0.0
val/traditional/judge/002598.npy,1,0,16,2.106,0.074,0.147,0.15,0.967,0.87,0.701,0.0,0.0,0.0,0.0
val/traditional/judge/000367.npy,1,0,8,1.266,0.126,0.275,0.302,0.946,0.712,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/004717.npy,0,1,15,1.42,0.381,0.21,0.391,0.959,0.841,0.685,0.0,0.0,0.0,0.0
val/traditional/judge/001032.npy,0,1,5,0.715,0.128,0.075,0.135,0.95,0.301,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/003613.npy,1,0,20,2.101,0.066,0.164,0.166,0.861,0.775,0.65,0.134,0.0,0.0,0.0
val/traditional/judge/003772.npy,1,0,4,0.691,0.05,0.057,0.058,0.968,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002605.npy,0,1,14,1.463,0.252,0.05,0.253,0.974,0.874,0.711,0.0,0.0,0.0,0.0
val/traditional/judge/004533.npy,0,1,16,2.15,0.188,0.018,0.201,0.978,0.888,0.754,0.0,0.0,0.0,0.0
val/traditional/judge/003301.npy,0,1,28,2.867,0.277,0.07,0.281,0.981,0.907,0.799,0.579,0.0,0.0,0.0
val/traditional/judge/002573.npy,1,0,18,2.111,0.026,0.289,0.302,0.972,0.87,0.702,0.0,0.0,0.0,0.0
val/traditional/judge/003409.npy,1,1,29,2.93,0.61,0.089,0.596,0.984,0.911,0.808,0.617,0.081,0.0,0.0
val/traditional/judge/002358.npy,1,1,29,3.055,0.588,0.01,0.155,0.984,0.932,0.854,0.695,0.146,0.0,0.0
val/traditional/judge/002851.npy,1,0,6,0.698,0.021,0.041,0.044,0.968,0.84,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001518.npy,1,1,29,2.479,0.544,0.305,0.541,0.97,0.847,0.687,0.392,0.023,0.0,0.0
val/traditional/judge/004657.npy,0,1,12,1.362,0.134,0.054,0.141,0.949,0.779,0.458,0.0,0.0,0.0,0.0
val/traditional/judge/000968.npy,0,1,1,0.71,0.066,0.064,0.07,0.196,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/003427.npy,1,0,28,2.465,0.036,0.368,0.379,0.975,0.858,0.681,0.371,0.0,0.0,0.0
val/traditional/judge/004066.npy,1,0,21,2.108,0.064,0.173,0.174,0.937,0.844,0.738,0.446,0.0,0.0,0.0
val/traditional/judge/000370.npy,0,1,14,1.431,0.172,0.108,0.175,0.967,0.844,0.672,0.0,0.0,0.0,0.0
val/traditional/judge/002190.npy,0,0,29,2.981,0.104,0.509,0.445,0.981,0.917,0.818,0.654,0.028,0.0,0.0
val/traditional/judge/003640.npy,1,1,29,2.825,0.271,0.095,0.264,0.978,0.896,0.775,0.557,0.073,0.0,0.0
val/traditional/judge/003102.npy,0,0,29,2.562,0.02,0.364,0.285,0.974,0.864,0.715,0.44,0.052,0.0,0.0
val/traditional/judge/003910.npy,0,0,29,3.048,0.002,0.325,0.161,0.986,0.934,0.85,0.69,0.083,0.0,0.0
val/traditional/judge/003238.npy,0,0,29,2.506,0.041,0.628,0.368,0.97,0.852,0.697,0.404,0.051,0.0,0.0
val/traditional/judge/002321.npy,0,1,3,0.713,0.051,0.032,0.057,0.761,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/000252.npy,0,1,5,0.711,0.129,0.099,0.132,0.922,0.207,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/000255.npy,0,1,4,0.691,0.063,0.031,0.075,0.95,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001114.npy,0,0,29,2.554,0.131,0.669,0.28,0.942,0.832,0.67,0.413,0.034,0.0,0.0
val/traditional/judge/000233.npy,1,1,29,3.057,0.343,0.024,0.212,0.985,0.93,0.845,0.682,0.05,0.0,0.0
val/traditional/judge/004535.npy,1,1,29,2.453,0.657,0.046,0.336,0.969,0.842,0.704,0.409,0.088,0.0,0.0
val/traditional/judge/004151.npy,0,1,10,1.123,0.116,0.028,0.129,0.914,0.565,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001189.npy,1,0,9,1.402,0.153,0.265,0.269,0.965,0.841,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002805.npy,1,0,16,1.49,0.021,0.224,0.238,0.941,0.709,0.355,0.0,0.0,0.0,0.0
val/traditional/judge/003971.npy,0,0,29,2.589,0.034,0.655,0.142,0.967,0.856,0.693,0.434,0.039,0.0,0.0
val/traditional/judge/002831.npy,1,1,29,3.015,0.164,0.035,0.144,0.98,0.928,0.847,0.688,0.086,0.0,0.0
val/traditional/judge/003138.npy,0,1,24,2.748,0.377,0.094,0.384,0.98,0.892,0.774,0.526,0.0,0.0,0.0
val/traditional/judge/003494.npy,1,0,11,1.372,0.209,0.377,0.378,0.93,0.763,0.567,0.0,0.0,0.0,0.0
val/traditional/judge/000231.npy,1,0,23,2.056,0.034,0.404,0.425,0.948,0.838,0.718,0.372,0.0,0.0,0.0
val/traditional/judge/000342.npy,1,0,23,2.244,0.069,0.25,0.258,0.976,0.904,0.822,0.602,0.0,0.0,0.0
val/traditional/judge/002336.npy,0,1,10,1.359,0.144,0.051,0.146,0.96,0.782,0.156,0.0,0.0,0.0,0.0
val/traditional/judge/004075.npy,1,1,29,2.991,0.735,0.069,0.311,0.984,0.925,0.829,0.661,0.078,0.0,0.0
val/traditional/judge/003264.npy,1,1,29,2.32,0.443,0.036,0.277,0.964,0.82,0.617,0.308,0.015,0.0,0.0
val/traditional/judge/002910.npy,1,0,1,0.714,0.14,0.146,0.154,0.084,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/003955.npy,1,0,6,0.688,0.01,0.046,0.057,0.915,0.496,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/003680.npy,0,1,19,1.755,0.208,0.008,0.214,0.93,0.762,0.58,0.0,0.0,0.0,0.0
val/traditional/judge/004561.npy,1,0,13,1.387,0.054,0.094,0.096,0.885,0.751,0.596,0.0,0.0,0.0,0.0
val/traditional/judge/004218.npy,0,1,13,1.442,0.186,0.024,0.19,0.952,0.843,0.703,0.0,0.0,0.0,0.0
val/traditional/judge/003467.npy,1,0,13,1.449,0.238,0.401,0.408,0.955,0.846,0.714,0.0,0.0,0.0,0.0
val/traditional/judge/004514.npy,0,1,18,1.957,0.297,0.044,0.306,0.967,0.835,0.64,0.0,0.0,0.0,0.0
val/traditional/judge/000167.npy,1,1,29,2.704,0.349,0.008,0.29,0.974,0.879,0.729,0.485,0.023,0.0,0.0
val/traditional/judge/003362.npy,1,1,29,2.428,0.289,0.044,0.236,0.961,0.84,0.655,0.351,0.013,0.0,0.0
val/traditional/judge/000902.npy,0,0,29,2.912,0.081,0.316,0.258,0.983,0.912,0.806,0.605,0.064,0.0,0.0
val/traditional/judge/001724.npy,1,0,2,0.686,0.077,0.085,0.089,0.935,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001685.npy,0,1,12,1.437,0.045,0.013,0.047,0.968,0.851,0.655,0.0,0.0,0.0,0.0
val/traditional/judge/001787.npy,0,1,5,0.71,0.138,0.061,0.141,0.934,0.217,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002153.npy,1,0,1,0.593,0.176,0.184,0.185,0.143,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/001138.npy,0,1,14,1.441,0.275,0.113,0.281,0.97,0.859,0.669,0.0,0.0,0.0,0.0
val/traditional/judge/001521.npy,0,0,29,2.572,0.113,0.696,0.386,0.969,0.859,0.706,0.427,0.025,0.0,0.0
val/traditional/judge/004568.npy,1,1,29,2.192,0.53,0.141,0.362,0.894,0.761,0.556,0.285,0.001,0.0,0.0
val/traditional/judge/002517.npy,1,0,12,1.26,0.004,0.248,0.25,0.939,0.697,0.283,0.0,0.0,0.0,0.0
val/traditional/judge/000658.npy,1,0,20,2.171,0.106,0.293,0.306,0.978,0.89,0.751,0.08,0.0,0.0,0.0
val/traditional/judge/001577.npy,1,1,29,2.374,0.328,0.012,0.223,0.964,0.826,0.625,0.33,0.0,0.0,0.0
val/traditional/judge/004700.npy,0,0,29,2.203,0.134,0.563,0.375,0.957,0.794,0.576,0.256,0.008,0.0,0.0
val/traditional/judge/000379.npy,1,0,4,0.654,0.038,0.073,0.074,0.879,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002900.npy,1,0,14,1.362,0.037,0.301,0.333,0.954,0.772,0.459,0.0,0.0,0.0,0.0
val/traditional/judge/001948.npy,1,0,15,1.175,0.046,0.235,0.241,0.808,0.654,0.491,0.0,0.0,0.0,0.0
val/traditional/judge/002675.npy,1,1,29,2.718,0.271,0.068,0.257,0.961,0.872,0.745,0.5,0.054,0.0,0.0
val/traditional/judge/001125.npy,1,1,29,2.573,0.588,0.135,0.499,0.973,0.868,0.737,0.444,0.058,0.0,0.0
val/traditional/judge/002626.npy,1,0,16,2.114,0.053,0.135,0.138,0.973,0.886,0.733,0.0,0.0,0.0,0.0
val/traditional/judge/003158.npy,1,1,29,2.665,0.663,0.182,0.445,0.899,0.826,0.72,0.518,0.039,0.0,0.0
val/traditional/judge/004625.npy,0,1,16,1.766,0.642,0.214,0.648,0.959,0.798,0.598,0.0,0.0,0.0,0.0
val/traditional/judge/001761.npy,0,1,10,1.19,0.194,0.13,0.199,0.911,0.591,0.049,0.0,0.0,0.0,0.0
val/traditional/judge/004476.npy,0,1,8,1.426,0.081,0.055,0.083,0.963,0.852,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/004592.npy,1,0,24,2.781,0.037,0.337,0.346,0.98,0.903,0.791,0.54,0.0,0.0,0.0
val/traditional/judge/000513.npy,1,0,20,2.162,0.202,0.54,0.549,0.975,0.877,0.74,0.07,0.0,0.0,0.0
val/traditional/judge/002529.npy,1,0,21,1.557,0.06,0.322,0.331,0.849,0.662,0.46,0.101,0.0,0.0,0.0
val/traditional/judge/001499.npy,1,0,16,1.887,0.167,0.26,0.264,0.962,0.812,0.602,0.0,0.0,0.0,0.0
val/traditional/judge/002683.npy,0,1,28,2.836,0.22,0.061,0.226,0.966,0.892,0.755,0.55,0.0,0.0,0.0
val/traditional/judge/002370.npy,0,0,29,2.512,0.02,0.487,0.374,0.966,0.853,0.682,0.397,0.02,0.0,0.0
val/traditional/judge/002861.npy,0,1,2,0.678,0.134,0.128,0.136,0.934,0.0,0.0,0.0,0.0,0.0,0.0
val/traditional/judge/002774.npy,1,1,29,2.993,0.531,0.146,0.325,0.96,0.897,0.798,0.648,0.071,0.0,0.0
val/traditional/judge/003162.npy,1,0,11,1.372,0.402,0.584,0.592,0.925,0.753,0.555,0.0,0.0,0.0,0.0
val/traditional/judge/003854.npy,1,1,29,2.957,0.584,0.031,0.357,0.98,0.911,0.818,0.637,0.087,0.0,0.0
val/traditional/judge/004417.npy,0,1,14,1.355,0.252,0.075,0.257,0.955,0.777,0.511,0.0,0.0,0.0,0.0
val/traditional/judge/001263.npy,1,1,29,2.761,0.56,0.122,0.441,0.974,0.881,0.765,0.538,0.092,0.0,0.0
val/traditional/judge/000201.npy,1,1,29,2.693,0.158,0.023,0.108,0.928,0.848,0.725,0.526,0.037,0.0,0.0
